uniqueid,dateofbite,species,breed,age,gender,spayneuter,borough,zipcode,year
7338,2015-08-11,DOG,Pit Bull,2,M,True,Queens,11429,2015
7339,2015-08-12,DOG,Mixed/Other,,U,False,Queens,0,2015
7340,2015-08-13,DOG,Pit Bull,,U,False,Queens,11104,2015
7341,2015-08-08,DOG,Boxer,2,M,False,Queens,11691,2015
7342,2015-08-13,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,True,Queens,11413,2015
7343,2015-08-06,DOG,,,U,False,Queens,11367,2015
7344,2015-08-12,DOG,Siberian Husky,8,M,True,Queens,0,2015
7345,2015-08-12,DOG,,,U,False,Queens,0,2015
7346,2015-08-12,DOG,,,U,False,Queens,0,2015
7347,2015-08-12,DOG,Jack Russ,11,F,True,Queens,11355,2015
7348,2015-08-13,DOG,Cane Corso,2,F,False,Queens,11413,2015
7349,2015-07-31,DOG,Pit Bull,5,M,True,Queens,11369,2015
7350,2015-08-16,DOG,Cocker Spaniel,5,M,False,Queens,0,2015
7351,2015-08-16,DOG,"Schnauzer, Standard",,U,False,Queens,11368,2015
7352,2015-08-15,DOG,,,U,False,Queens,11360,2015
7353,2015-08-16,DOG,Pit Bull,,U,False,Queens,11422,2015
7354,2015-08-14,DOG,,,U,False,Queens,0,2015
7355,2015-08-15,DOG,Pit Bull,3,M,False,Queens,11385,2015
7356,2015-08-16,DOG,,,U,False,Queens,0,2015
7357,2015-08-10,DOG,LAB/PIT BULL/CHIHUAHUA X,14,F,True,Queens,11428,2015
7358,2015-08-12,DOG,Pit Bull,,U,False,Queens,11420,2015
7359,2015-08-19,DOG,Maltese,4,M,True,Queens,0,2015
7360,2015-08-15,DOG,Labrador Retriever,2,M,True,Queens,0,2015
7361,2015-08-14,DOG,,,U,False,Queens,11433,2015
7362,2015-08-23,DOG,SHIH TZU/BICHON FRISE MIX,8,F,True,Queens,0,2015
7363,2015-08-22,DOG,German Shepherd,5,M,False,Queens,11355,2015
7364,2015-08-22,DOG,Mixed/Other,7,M,True,Queens,11418,2015
7365,2015-08-22,DOG,Maltese,,U,False,Queens,0,2015
7366,2015-08-20,DOG,FRENCH POODLE,6,M,False,Queens,11368,2015
7367,2015-08-22,DOG,Maltese,3,M,True,Queens,11354,2015
7368,2015-08-22,DOG,German Shepherd,,U,False,Queens,11355,2015
7369,2015-08-24,DOG,Pit Bull,,U,False,Queens,0,2015
7370,2015-08-23,DOG,Boxer,,U,False,Queens,0,2015
7371,2015-08-23,DOG,,,U,False,Queens,11106,2015
7372,2015-08-24,DOG,,,U,False,Queens,0,2015
7373,2015-08-21,DOG,Shih Tzu,,U,False,Queens,11385,2015
7374,2015-08-20,DOG,Pit Bull,2,M,True,Queens,11421,2015
7375,2015-08-26,DOG,Pit Bull,3,M,False,Queens,11372,2015
7376,2015-08-25,DOG,Pit Bull,,U,False,Queens,0,2015
7377,2015-08-28,DOG,"Poodle, Standard",2,M,True,Queens,11435,2015
7378,2015-08-17,DOG,Labrador Retriever Crossbreed,3,M,True,Queens,11365,2015
7379,2015-08-26,DOG,Pit Bull,,U,False,Queens,11434,2015
7380,2015-08-23,DOG,,,U,False,Queens,0,2015
7381,2015-08-16,DOG,Labrador Retriever,,U,False,Queens,11436,2015
7382,2015-08-29,DOG,German Shepherd Crossbreed,3,F,True,Queens,11356,2015
7383,2015-08-30,DOG,LAB/PIT BULL,,U,False,Queens,11101,2015
7384,2015-08-30,DOG,PIT BULL/DACHSHUND,2,M,True,Queens,11372,2015
7385,2015-08-30,DOG,Maltese,2,M,True,Queens,0,2015
7386,2015-08-30,DOG,German Shepherd,,U,False,Queens,11103,2015
7387,2015-08-31,DOG,American Pit Bull Terrier/Pit Bull,2,M,False,Queens,0,2015
7388,2015-08-30,DOG,American Pit Bull Mix / Pit Bull Mix,11,F,False,Queens,11379,2015
7389,2015-08-17,DOG,,,U,False,Queens,0,2015
7390,2015-09-02,DOG,,,U,False,Queens,0,2015
7391,2015-09-01,DOG,Pit Bull,5,M,False,Queens,11374,2015
7392,2015-08-30,DOG,Pomeranian,4,M,False,Queens,11373,2015
7393,2015-08-27,DOG,Rottweiler,,U,False,Queens,0,2015
7394,2015-08-27,DOG,,,U,False,Queens,0,2015
7395,2015-08-21,DOG,Mixed/Other,8,M,True,Queens,11375,2015
7396,2015-09-01,DOG,Pit Bull,3,F,False,Queens,0,2015
7397,2015-09-01,DOG,Bull dog,,U,False,Queens,11109,2015
7398,2015-09-02,DOG,CHIHUAHUA/DASHUND,2,M,True,Queens,11102,2015
7399,2015-08-23,DOG,Bull Terrier,5,M,True,Queens,11693,2015
7400,2015-09-03,DOG,Pit Bull,6,F,False,Queens,11385,2015
7401,2015-09-02,DOG,,,U,False,Queens,0,2015
7402,2015-09-03,DOG,American Staffordshire Terrier,3,F,False,Queens,11102,2015
7403,2015-09-03,DOG,FRENCH POODLE,5,M,True,Queens,11373,2015
7404,2015-08-31,DOG,TERRIER,1,M,False,Queens,11368,2015
7405,2015-09-03,DOG,German Shepherd,4,F,False,Queens,11354,2015
7406,2015-09-04,DOG,Rottweiler,,U,False,Queens,0,2015
7407,2015-09-08,DOG,TIBETAN MASTIFF,1,M,True,Queens,0,2015
7408,2015-09-02,DOG,Rottweiler,,U,False,Queens,11419,2015
7409,2015-09-06,DOG,Pit Bull,4,F,False,Queens,11692,2015
7410,2015-09-05,DOG,Pit Bull,,U,False,Queens,11385,2015
7411,2015-09-06,DOG,,,U,False,Queens,11377,2015
7412,2015-09-01,DOG,HUSKY,,U,False,Queens,0,2015
7413,2015-09-07,DOG,MALAMUTE,8,M,True,Queens,0,2015
7414,2015-09-08,DOG,,,U,False,Queens,0,2015
7415,2015-09-05,DOG,Labrador Retriever,,U,False,Queens,0,2015
7416,2015-09-03,DOG,Chihuahua,2,M,True,Queens,0,2015
7417,2015-08-25,DOG,Chihuahua,,U,False,Queens,11692,2015
7418,2015-09-08,DOG,HUNGARIAN SHEEP DOG,,U,False,Queens,11418,2015
7419,2015-09-04,DOG,Yorkshire Terrier,3,M,False,Queens,0,2015
7420,2015-08-06,DOG,Pekingese,1,F,False,Queens,11368,2015
7421,2015-09-06,DOG,GERMAN SHEP/ROTTWEILER,,U,False,Queens,11429,2015
7422,2015-09-05,DOG,LAB RETRIEVER/ PIT BULL,2,M,False,Queens,11434,2015
7423,2015-09-07,DOG,Mixed/Other,,U,False,Queens,0,2015
7424,2015-09-06,DOG,Pit Bull,,U,False,Queens,11420,2015
7425,2015-09-03,DOG,Pit Bull,1,M,False,Queens,0,2015
7426,2015-09-11,DOG,Pit Bull,,U,False,Queens,0,2015
7427,2015-08-25,DOG,Chihuahua,,U,False,Queens,11692,2015
7428,2015-09-09,DOG,Pit Bull,4,M,False,Queens,11418,2015
7429,2015-09-10,DOG,Pit Bull,,U,False,Queens,0,2015
7430,2015-09-11,DOG,Pit Bull,,U,False,Queens,0,2015
7431,2015-09-13,DOG,Mixed/Other,,U,False,Queens,11368,2015
7432,2015-09-11,DOG,,,U,False,Queens,0,2015
7433,2015-09-13,DOG,Pit Bull,,U,False,Queens,0,2015
7434,2015-09-02,DOG,Pomeranian,3,M,False,Queens,11373,2015
7435,2015-09-12,DOG,Chihuahua,5,F,True,Queens,11368,2015
7436,2015-09-13,DOG,Yorkshire Terrier,2,M,False,Queens,11433,2015
7437,2015-09-14,DOG,,,U,False,Queens,11358,2015
7438,2015-09-15,DOG,Pit Bull,3,M,True,Queens,11372,2015
7439,2015-09-14,DOG,,,U,False,Queens,0,2015
7440,2015-09-15,DOG,,,U,False,Queens,0,2015
7441,2015-08-27,DOG,CHOW MIX,9,M,False,Queens,11694,2015
7442,2015-09-01,DOG,Chow Chow,,U,False,Queens,11412,2015
7443,2015-08-29,DOG,Mixed/Other,2,M,False,Queens,0,2015
7444,2015-08-29,DOG,Chow Chow,,U,False,Queens,11412,2015
7445,2015-09-16,DOG,Rottweiler,,U,False,Queens,0,2015
7446,2015-09-03,DOG,Pit Bull,2,M,False,Queens,11101,2015
7447,2015-09-16,DOG,German Shepherd,,U,False,Queens,11691,2015
7448,2015-09-20,DOG,FRENCH POODLE MIX,4M,M,False,Queens,0,2015
7449,2015-09-21,DOG,Pit Bull,4M,M,False,Queens,11418,2015
7450,2015-09-18,DOG,Bull dog,,U,False,Queens,11373,2015
7451,2015-09-11,DOG,Cocker Spaniel,7,M,False,Queens,0,2015
7452,2015-09-17,DOG,,,U,False,Queens,0,2015
7453,2015-09-17,DOG,,,U,False,Queens,11435,2015
7454,2015-09-18,DOG,Pit Bull,,U,False,Queens,0,2015
7455,2015-09-16,DOG,,,U,False,Queens,0,2015
7456,2015-09-09,DOG,Pit Bull,,U,False,Queens,0,2015
7457,2015-09-22,DOG,Havanese,3,M,True,Queens,0,2015
7458,2015-09-17,DOG,,,U,False,Queens,0,2015
7459,2015-09-25,DOG,Cocker Spaniel,6,F,False,Queens,11379,2015
7460,2015-09-14,DOG,Chihuahua,,U,False,Queens,11360,2015
7461,2015-09-16,DOG,Pit Bull,,U,False,Queens,11105,2015
7462,2015-09-27,DOG,German Shepherd,3,M,True,Queens,11364,2015
7463,2015-09-26,DOG,Pit Bull,10M,M,False,Queens,11694,2015
7464,2015-09-25,DOG,Pit Bull,4,F,False,Queens,11692,2015
7465,2015-09-25,DOG,Pit Bull,4,F,False,Queens,11692,2015
7466,2015-09-27,DOG,American Pit Bull Terrier/Pit Bull,4,F,True,Queens,11417,2015
7467,2015-09-25,DOG,Bull dog,1,M,True,Queens,11412,2015
7468,2015-09-28,DOG,Pit Bull,,U,False,Queens,11106,2015
7469,2015-09-30,DOG,SHEEPDOG,2,F,False,Queens,11418,2015
7470,2015-09-10,DOG,Mixed/Other,,U,False,Queens,11422,2015
7471,2015-09-18,DOG,Rottweiler,,U,False,Queens,11414,2015
7472,2015-09-12,DOG,American Pit Bull Terrier/Pit Bull,2,M,False,Queens,11354,2015
7473,2015-09-19,DOG,CHIHUAHUA -X,3,M,True,Queens,11377,2015
7474,2015-09-23,DOG,"Poodle, Standard",,U,False,Queens,11361,2015
7475,2015-10-02,DOG,Siberian Husky,,U,False,Queens,0,2015
7476,2015-09-18,DOG,,,U,False,Queens,0,2015
7477,2015-10-03,DOG,Pit Bull,,M,False,Queens,11691,2015
7478,2015-10-03,DOG,Beagle,,U,False,Queens,0,2015
7479,2015-10-03,DOG,Maltese,6,M,True,Queens,11373,2015
7480,2015-10-03,DOG,Lhasa Apso,5,M,True,Queens,11104,2015
7481,2015-10-03,DOG,,,U,False,Queens,0,2015
7482,2015-09-30,DOG,American Pit Bull Terrier/Pit Bull,3,M,True,Queens,11385,2015
7483,2015-09-30,DOG,Pit Bull,,U,False,Queens,11434,2015
7484,2015-10-06,DOG,Pit Bull,,U,False,Queens,0,2015
7485,2015-10-06,DOG,Chihuahua Crossbreed,1,M,True,Queens,11368,2015
7486,2015-10-06,DOG,Maltese,4,F,True,Queens,11362,2015
7487,2015-10-07,DOG,Maltese,2,F,True,Queens,11420,2015
7488,2015-10-06,DOG,"Bull Dog, French",1,M,True,Queens,11368,2015
7489,2015-10-06,DOG,Pit Bull,,U,False,Queens,0,2015
7490,2015-10-08,DOG,German Shepherd,,U,False,Queens,11385,2015
7491,2015-10-01,DOG,Maltese,,U,False,Queens,11375,2015
7492,2015-10-03,DOG,Pit Bull,,F,True,Queens,11369,2015
7493,2015-10-12,DOG,Pit Bull,,U,False,Queens,11417,2015
7494,2015-10-08,DOG,Shih Tzu,2,M,False,Queens,11422,2015
7495,2015-10-08,DOG,PIT BULL X/BEAGLE,3,M,True,Queens,11692,2015
7496,2015-10-12,DOG,Chihuahua,3,F,False,Queens,0,2015
7497,2015-10-13,DOG,Dachshund Smooth Coat,3,M,False,Queens,11427,2015
7498,2015-10-13,DOG,,,U,False,Queens,11368,2015
7499,2015-10-08,DOG,Pit Bull,2,M,False,Queens,11692,2015
7500,2015-10-13,DOG,Yorkshire Terrier,,U,False,Queens,11368,2015
7501,2015-10-13,DOG,Pit Bull,,U,False,Queens,0,2015
7502,2015-10-15,DOG,Australian Shepherd,5,F,True,Queens,0,2015
7503,2015-09-15,DOG,Pit Bull,,U,False,Queens,11434,2015
7504,2015-10-15,DOG,"Schnauzer, Miniature",3,M,False,Queens,11106,2015
7505,2015-10-17,DOG,Mixed/Other,1,M,True,Queens,11377,2015
7506,2015-10-17,DOG,,,U,False,Queens,11004,2015
7507,2015-10-03,DOG,Chihuahua,4,F,False,Queens,11434,2015
7508,2015-10-20,DOG,Pit Bull,3,M,False,Queens,11422,2015
7509,2015-10-20,DOG,Pit Bull,3,M,False,Queens,11422,2015
7510,2015-10-11,DOG,HOUND X,2,F,True,Queens,11370,2015
7511,2015-10-18,DOG,,,U,False,Queens,0,2015
7512,2015-10-19,DOG,COCKER SPANIEL/CAVALIER,5,M,True,Queens,11354,2015
7513,2015-10-18,DOG,,,U,False,Queens,0,2015
7514,2015-10-16,DOG,PITBULL/LABRADOR MIX,7,M,True,Queens,0,2015
7515,2015-10-20,DOG,Pit Bull,,U,False,Queens,11372,2015
7516,2015-09-26,DOG,YORKIE/MALTESE,7,M,False,Queens,11361,2015
7517,2015-10-21,DOG,American Pit Bull Terrier/Pit Bull,2,M,False,Queens,11417,2015
7518,2015-10-18,DOG,Labradoodle,8,M,True,Queens,11375,2015
7519,2015-10-20,DOG,HOUND,,U,False,Queens,11378,2015
7520,2015-10-21,DOG,"Shar-Pei, Chinese",,U,False,Queens,11435,2015
7521,2015-10-21,DOG,Pit Bull,2,M,False,Queens,11416,2015
7522,2015-09-27,DOG,PIT BULL/LAB RETRIEVER,1,M,True,Queens,11418,2015
7523,2015-09-14,DOG,,,U,False,Queens,0,2015
7524,2015-10-22,DOG,Cocker Spaniel,3,U,False,Queens,0,2015
7525,2015-10-23,DOG,Maltese,6,M,False,Queens,11372,2015
7526,2015-10-21,DOG,HOUND,2,F,True,Queens,11370,2015
7527,2015-10-23,DOG,Akita,2,F,True,Queens,11418,2015
7528,2015-10-24,DOG,Chihuahua,4,M,True,Queens,0,2015
7529,2015-10-26,DOG,Jack Russ,3,M,True,Queens,11370,2015
7530,2015-10-26,DOG,Pit Bull,1,M,False,Queens,11694,2015
7531,2015-10-20,DOG,Pit Bull,,U,False,Queens,11364,2015
7532,2015-10-17,DOG,Chow Chow,5,M,False,Queens,11364,2015
7533,2015-10-21,DOG,Staffordshire Bull Terrier,2,M,False,Queens,11420,2015
7534,2015-10-27,DOG,,,U,False,Queens,11412,2015
7535,2015-10-28,DOG,Yorkshire Terrier,5,M,True,Queens,11373,2015
7536,2015-10-09,DOG,Siberian Husky,1,M,False,Queens,0,2015
7537,2015-10-27,DOG,Chihuahua,,U,False,Queens,0,2015
7538,2015-10-29,DOG,,,U,False,Queens,11374,2015
7539,2015-10-10,DOG,Pit Bull,,U,False,Queens,11434,2015
7540,2015-10-31,DOG,Chihuahua,,U,False,Queens,11421,2015
7541,2015-11-01,DOG,Chihuahua,,U,False,Queens,0,2015
7542,2015-10-03,DOG,,,U,False,Queens,0,2015
7543,2015-10-25,DOG,Mixed/Other,,U,False,Queens,11358,2015
7544,2015-11-04,DOG,ESKIMO/CHIHUAHUA,6,M,True,Queens,11377,2015
7545,2015-11-04,DOG,Pit Bull,2,F,False,Queens,11436,2015
7546,2015-10-24,DOG,Yorkshire Terrier,5,F,False,Queens,11101,2015
7547,2015-11-05,DOG,CHOW CHOW/AKITA X,3,M,True,Queens,11105,2015
7548,2015-11-06,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,False,Queens,11411,2015
7549,2015-11-06,DOG,Siberian Husky,7,M,True,Queens,11377,2015
7550,2015-11-06,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,True,Queens,11373,2015
7551,2015-11-06,DOG,Jack Russ,8,M,True,Queens,11378,2015
7552,2015-11-05,DOG,Pit Bull,,U,False,Queens,11417,2015
7553,2015-11-05,DOG,YORKIE/PODDLE,6,M,True,Queens,11358,2015
7554,2015-11-02,DOG,,,U,False,Queens,0,2015
7555,2015-11-08,DOG,Pomeranian,11,M,False,Queens,11357,2015
7556,2015-11-06,DOG,Cocker Spaniel,12,M,False,Queens,11420,2015
7557,2015-11-08,DOG,Pit Bull,,U,False,Queens,11433,2015
7558,2015-11-02,DOG,Rottweiler,2,F,False,Queens,11692,2015
7559,2015-11-03,DOG,LHASA APSO/DACHSHUND,1,M,False,Queens,11355,2015
7560,2015-10-23,DOG,Pit Bull,,U,False,Queens,11374,2015
7561,2015-10-29,DOG,Pit Bull,6,M,False,Queens,11101,2015
7562,2015-11-09,DOG,,,U,False,Queens,11358,2015
7563,2015-11-11,DOG,TERRIER MIX,2,M,True,Queens,11385,2015
7564,2015-11-11,DOG,RIDGEBACK GERMAN SHEP X,5,M,True,Queens,11428,2015
7565,2015-11-10,DOG,Lhasa Apso,8,M,True,Queens,0,2015
7566,2015-11-11,DOG,Jack Russ,9,M,True,Queens,0,2015
7567,2015-11-12,DOG,Pit Bull,,U,False,Queens,11413,2015
7568,2015-11-12,DOG,Wheaton Terrier,2,M,True,Queens,11361,2015
7569,2015-11-13,DOG,"Schnauzer, Standard",11M,M,False,Queens,0,2015
7570,2015-11-12,DOG,,,U,False,Queens,11378,2015
7571,2015-11-12,DOG,Pit Bull,5,M,True,Queens,11368,2015
7572,2015-11-14,DOG,Pit Bull,,U,False,Queens,0,2015
7573,2015-11-13,DOG,LAB RETRIEVER/ HOUND,9,M,True,Queens,11365,2015
7574,2015-11-14,DOG,Yorkshire Terrier,,U,False,Queens,11354,2015
7575,2015-11-17,DOG,Jack Russ,11,M,False,Queens,11426,2015
7576,2015-11-16,DOG,MORKIE,3,M,False,Queens,11364,2015
7577,2015-11-12,DOG,Great Dane,,U,False,Queens,11367,2015
7578,2015-10-19,DOG,Shih Tzu,2,M,False,Queens,11102,2015
7579,2015-11-07,DOG,,,U,False,Queens,0,2015
7580,2015-11-19,DOG,Miniature Pinscher,9,F,False,Queens,11368,2015
7581,2015-11-22,DOG,,,U,False,Queens,0,2015
7582,2015-11-22,DOG,,,U,False,Queens,0,2015
7583,2015-11-23,DOG,Labrador Retriever,3,M,False,Queens,11103,2015
7584,2015-11-19,DOG,"Shar-Pei, Chinese",,U,False,Queens,11358,2015
7585,2015-11-24,DOG,American Staffordshire Terrier,3,F,True,Queens,11377,2015
7586,2015-11-23,DOG,Jack Russ,3,M,True,Queens,11377,2015
7587,2015-11-24,DOG,Pit Bull,,U,False,Queens,0,2015
7588,2015-11-24,DOG,Pit Bull,,U,False,Queens,11372,2015
7589,2015-11-26,DOG,Chihuahua,3,M,True,Queens,11377,2015
7590,2015-11-26,DOG,,,U,False,Queens,11417,2015
7591,2015-11-26,DOG,Pit Bull,,U,False,Queens,11374,2015
7592,2015-11-20,DOG,LAB RETRIEVER/GERM SHEP,,F,True,Queens,11373,2015
7593,2015-11-26,DOG,Yorkshire Terrier,4,M,False,Queens,11693,2015
7594,2015-11-29,DOG,Pit Bull,4,M,True,Queens,11419,2015
7595,2015-11-23,DOG,Chihuahua Crossbreed,2,M,False,Queens,11433,2015
7596,2015-11-30,DOG,German Shepherd Crossbreed,7,F,True,Queens,0,2015
7597,2015-11-30,DOG,Pit Bull,,U,False,Queens,11433,2015
7598,2015-11-30,DOG,Pit Bull,,U,False,Queens,11434,2015
7599,2015-11-30,DOG,Pit Bull,3,M,True,Queens,11365,2015
7600,2015-12-02,DOG,STAFFORDSHIRE MIX,2,U,False,Queens,0,2015
7601,2015-12-02,DOG,LABRADOR RETR./JACK RUSS. TERR.,2,F,True,Queens,0,2015
7602,2015-11-03,DOG,Mixed/Other,,U,False,Queens,11374,2015
7603,2015-12-03,DOG,"Poodle, Standard",5,M,True,Queens,11101,2015
7604,2015-12-03,DOG,"Pointer, German Shorthaired",8,M,True,Queens,11377,2015
7605,2015-12-03,DOG,BULLDOG/PIT BULL,4,M,True,Queens,11373,2015
7606,2015-12-07,DOG,"Poodle, Standard",,U,False,Queens,11369,2015
7607,2015-12-06,DOG,German Shepherd,2,M,False,Queens,11417,2015
7608,2015-12-05,DOG,Cane Corso,4,M,True,Queens,11385,2015
7609,2015-12-08,DOG,Pit Bull,,U,False,Queens,11412,2015
7610,2015-12-06,DOG,Pit Bull,,U,False,Queens,11691,2015
7611,2015-12-04,DOG,,,U,False,Queens,11368,2015
7612,2015-12-04,DOG,PUGGLE,3,M,True,Queens,11364,2015
7613,2015-11-29,DOG,Pit Bull,,U,False,Queens,11361,2015
7614,2015-11-14,DOG,Maltese,6,F,True,Queens,11358,2015
7615,2015-12-06,DOG,Labrador Retriever,,U,False,Queens,11413,2015
7616,2015-12-06,DOG,Cane Corso,3,M,True,Queens,11411,2015
7617,2015-12-08,DOG,,,U,False,Queens,0,2015
7618,2015-12-07,DOG,,,U,False,Queens,11102,2015
7619,2015-12-07,DOG,TERRIER,,U,False,Queens,11434,2015
7620,2015-12-08,DOG,,3,M,False,Queens,11355,2015
7621,2015-12-06,DOG,,,U,False,Queens,11385,2015
7622,2015-12-05,DOG,Shih Tzu,,U,False,Queens,0,2015
7623,2015-12-09,DOG,,,U,False,Queens,0,2015
7624,2015-12-10,DOG,"Poodle, Standard",8,M,False,Queens,11102,2015
7625,2015-12-12,DOG,SHIH TZU-X,6,M,False,Queens,11368,2015
7626,2015-12-11,DOG,German Shepherd,3,M,False,Queens,11433,2015
7627,2015-10-01,DOG,,,M,False,Queens,11385,2015
7628,2015-12-11,DOG,,,U,False,Queens,0,2015
7629,2015-12-10,DOG,,,U,False,Queens,0,2015
7630,2015-12-11,DOG,,,U,False,Queens,11373,2015
7631,2015-12-12,DOG,Basset Hound,3M,M,True,Queens,11101,2015
7632,2015-12-15,DOG,Pit Bull,1,M,False,Queens,11433,2015
7633,2015-12-14,DOG,German Shepherd,3,M,True,Queens,0,2015
7634,2015-12-13,DOG,Yorkshire Terrier,,U,False,Queens,0,2015
7635,2015-12-15,DOG,Yorkshire Terrier,4,M,False,Queens,11385,2015
7636,2015-12-09,DOG,Pit Bull,,U,False,Queens,11413,2015
7637,2015-12-09,DOG,Pit Bull,,U,False,Queens,11413,2015
7638,2015-12-09,DOG,Pit Bull,,U,False,Queens,11412,2015
7639,2015-11-26,DOG,West High White Terrier,14,F,False,Queens,11379,2015
7640,2015-12-19,DOG,,,U,False,Queens,0,2015
7641,2015-12-20,DOG,Shih Tzu,,M,True,Queens,11366,2015
7642,2015-12-19,DOG,Pit Bull,,U,False,Queens,11355,2015
7643,2015-12-18,DOG,Pit Bull,,U,False,Queens,11434,2015
7644,2015-12-21,DOG,Pit Bull,2,F,False,Queens,11436,2015
7645,2015-12-21,DOG,Pit Bull,3,M,False,Queens,11436,2015
7646,2015-12-19,DOG,BICHON FRISE/MALTESE/POODLE,9,M,True,Queens,11385,2015
7647,2015-12-19,DOG,DASCHOUND,,U,False,Queens,0,2015
7648,2015-12-12,DOG,German Shepherd,7,M,False,Queens,11419,2015
7649,2015-12-22,DOG,,,U,False,Queens,0,2015
7650,2015-12-23,DOG,German Shepherd,10M,M,True,Queens,11105,2015
7651,2015-12-26,DOG,Pit Bull,2,F,False,Queens,11435,2015
7652,2015-12-25,DOG,Chow Chow,5,F,False,Queens,11368,2015
7653,2015-12-25,DOG,Great Dane,7,M,True,Queens,11370,2015
7654,2015-12-25,DOG,Pit Bull,4,F,False,Queens,11372,2015
7655,2015-12-25,DOG,,,U,False,Queens,0,2015
7656,2015-12-26,DOG,German Shepherd,3,F,True,Queens,11418,2015
7657,2015-12-27,DOG,,,U,False,Queens,11434,2015
7658,2015-12-28,DOG,Pit Bull,4M,F,False,Queens,11354,2015
7659,2015-12-28,DOG,,,U,False,Queens,11435,2015
7660,2015-12-28,DOG,,,U,False,Queens,11377,2015
7661,2015-12-28,DOG,Maltese,2,M,False,Queens,11358,2015
7662,2015-12-29,DOG,,,U,False,Queens,11429,2015
7663,2015-12-29,DOG,,,U,False,Queens,0,2015
7664,2015-12-29,DOG,LABRADOR RETR/BEAGLE,3,M,True,Queens,11435,2015
7665,2015-12-30,DOG,Puggle,8,F,True,Queens,11367,2015
7666,2016-01-03,DOG,Boxer,,M,False,Queens,11691,2016
7667,2015-12-31,DOG,Beagle,5,M,True,Queens,11379,2015
7668,2016-01-03,DOG,Shih Tzu,2,M,False,Queens,11413,2016
7669,2015-12-31,DOG,Pit Bull,,U,False,Queens,11691,2015
7670,2015-12-27,DOG,Rottweiler,4,M,False,Queens,11356,2015
7671,2016-01-02,DOG,German Shepherd,5,F,False,Queens,0,2016
7672,2015-12-25,DOG,PIT BULL/ SIBERIAN HUSKY,7,F,False,Queens,11372,2015
7673,2016-01-03,DOG,MALTESE/YORKIE,4,M,False,Queens,11436,2016
7674,2016-01-02,DOG,Bull dog,,U,False,Queens,0,2016
7675,2015-12-31,DOG,,,U,False,Queens,0,2015
7676,2015-12-31,DOG,Pit Bull,,U,False,Queens,0,2015
7677,2016-01-02,DOG,Shih Tzu,7,M,True,Queens,0,2016
7678,2016-01-01,DOG,Pit Bull,,U,False,Queens,0,2016
7679,2016-01-04,DOG,Labrador Retriever,,U,False,Queens,0,2016
7680,2016-01-07,DOG,Pit Bull,2,F,False,Queens,11436,2016
7681,2016-01-08,DOG,Maltese,5,F,True,Queens,11355,2016
7682,2016-01-08,DOG,,,U,False,Queens,0,2016
7683,2016-01-09,DOG,JACK RUSS-X,3,F,True,Queens,11368,2016
7684,2016-01-09,DOG,German Shepherd,5,M,True,Queens,0,2016
7685,2016-01-05,DOG,LAB- X,6,F,True,Queens,11435,2016
7686,2016-01-09,DOG,DAUSHAUND-X,5,F,True,Queens,0,2016
7687,2016-01-10,DOG,"Poodle, Standard",4,M,False,Queens,11368,2016
7688,2016-01-11,DOG,Weimaraner,2,M,True,Queens,11428,2016
7689,2016-01-11,DOG,Pit Bull,3M,F,False,Queens,11101,2016
7690,2016-01-11,DOG,American Pit Bull Terrier/Pit Bull,2,U,False,Queens,11428,2016
7691,2016-01-06,DOG,BOXER-X,3,M,True,Queens,11385,2016
7692,2016-01-13,DOG,Mixed/Other,4,M,False,Queens,11429,2016
7693,2016-01-12,DOG,German Shepherd,,U,False,Queens,11372,2016
7694,2016-01-11,DOG,Maltese,5,M,True,Queens,11355,2016
7695,2016-01-14,DOG,"Collie, Border",3,F,True,Queens,11378,2016
7696,2015-12-20,DOG,,,U,False,Queens,11436,2015
7697,2016-01-10,DOG,,,U,False,Queens,11418,2016
7698,2016-01-18,DOG,Pit Bull,7,M,False,Queens,11373,2016
7699,2016-01-18,DOG,Pit Bull,7,M,False,Queens,11373,2016
7700,2016-01-16,DOG,CHINESE SHEPERD,,U,False,Queens,11377,2016
7701,2016-01-16,DOG,Pit Bull,5,M,False,Queens,11433,2016
7702,2015-12-22,DOG,Brussels Griffon,3,M,True,Queens,11418,2015
7703,2016-01-19,DOG,Mixed/Other,1,M,True,Queens,0,2016
7704,2016-01-19,DOG,Labrador Retriever,3M,F,False,Queens,11373,2016
7705,2016-01-12,DOG,Shih Tzu,8M,M,True,Queens,11354,2016
7706,2015-10-28,DOG,Boxer,,U,False,Queens,11416,2015
7707,2016-01-21,DOG,AMER STAFF/AM PIT BULL TERR,4,F,True,Queens,11377,2016
7708,2016-01-11,DOG,AUSTRALIAN CATTLEDOG,7,M,True,Queens,11360,2016
7709,2016-01-12,DOG,,,U,False,Queens,11692,2016
7710,2016-01-26,DOG,Maltese,12,M,True,Queens,11109,2016
7711,2016-01-23,DOG,Jack Russ,3,M,False,Queens,11368,2016
7712,2016-01-23,DOG,,,U,False,Queens,11419,2016
7713,2016-01-24,DOG,Labrador Retriever,1,M,False,Queens,11377,2016
7714,2016-01-24,DOG,German Shepherd,3,M,False,Queens,11433,2016
7715,2016-01-24,DOG,,,U,False,Queens,11101,2016
